"Story","Title","Result","Date","Stability","Duration (s)"
"Registrar un usuario en Haceb y agregar un producto al carrito","Registro de usuario exitoso","ERROR","2023-08-14T08:45:39.2949239-05:00[America/Bogota]","0.0","170.1"
