"Story","Title","Result","Date","Stability","Duration (s)"
"Registrar un usuario en Haceb y agregar un producto al carrito","Agregar producto al carrito","ERROR","2023-08-14T08:43:20.9850331-05:00[America/Bogota]","0.0","0.46"
