"Story","Title","Result","Date","Stability","Duration (s)"
"Registrar un usuario en Haceb y agregar un producto al carrito","Registro de usuario exitoso","ERROR","2023-08-14T05:56:34.6104354-05:00[America/Bogota]","0.0","96.93"
